,Validity,,,,,,,,,,,,,,,,,,,,,,,,,,,Validity+Soundness,,,,,,,,,,,,,,,,,,,,,,,,,,,Validity+Soundness+Coherency,,,,,,,,,,,,,,,,,,,,,,,,,,,Validity+Soundness+Coherency+Actionability
cf_0,_,_,6821.0,_,_,_,_,_,_,_,_,_,_,0.0,0.0,0.0,1.0,0.0,0.005246975546678543,1.0,1.0,1.0,0.6715079365079365,0.8025641025641026,0.17441289118177,1.0,0.7479717048750818,_,_,_,_,_,_,_,_, Exec-managerial,_,_,_, United-States,0.0,1.0,0.0,1.0,1.0,0.15384615384615385,2.0,1.0,1.0,0.33666666666666656,0.452962962962963,0.0644043384609479,1.0,0.5776956581685021,_,_,_,_,_,_,_,_, Exec-managerial,_,_,_, United-States,0.0,1.0,0.0,1.0,1.0,0.15384615384615385,2.0,1.0,1.0,0.2599999999999999,0.27407407407407414,0.009635740508426926,1.0,0.5776956581685021,_,_,5178.0,_,_,_,_,_,_,_,_,_,_,0.0,0.0,0.0,1.0,0.0,0.003983116754244466,1.0,1.0,1.0,0.6967989417989419,0.9279279279279279,0.1567978599430879,1.0,0.7859158851863215

,age,education-num,capital-gain,capital-loss,hours-per-week,work-class,education,marital-status,occupation,relationship,race,sex,native-country,outcome,actionability,coherency,proximity,connectedness,distance,sparsity,i-Validity,s-Validity,f-Diversity,v-Diversity,d-Diversity,Class,Probability,age,education-num,capital-gain,capital-loss,hours-per-week,work-class,education,marital-status,occupation,relationship,race,sex,native-country,outcome,actionability,coherency,proximity,connectedness,distance,sparsity,i-Validity,s-Validity,f-Diversity,v-Diversity,d-Diversity,Class,Probability,age,education-num,capital-gain,capital-loss,hours-per-week,work-class,education,marital-status,occupation,relationship,race,sex,native-country,outcome,actionability,coherency,proximity,connectedness,distance,sparsity,i-Validity,s-Validity,f-Diversity,v-Diversity,d-Diversity,Class,Probability,age,education-num,capital-gain,capital-loss,hours-per-week,work-class,education,marital-status,occupation,relationship,race,sex,native-country,outcome,actionability,coherency,proximity,connectedness,distance,sparsity,i-Validity,s-Validity,f-Diversity,v-Diversity,d-Diversity,Class,Probability
x,31.0,9.0,0.0,0.0,45.0, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0.27631712597756686,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6555555555555557,0.7587719298245614,0.09529802485588323,0.0,0.7763171259775669,31.0,9.0,0.0,0.0,45.0, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0.27631712597756686,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.45666666666666667,0.8814814814814814,0.045243365974348235,0.0,0.7763171259775669,31.0,9.0,0.0,0.0,45.0, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0.27631712597756686,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5825925925925927,0.8513513513513513,0.04715201924939306,0.0,0.7763171259775669,31.0,9.0,0.0,0.0,45.0, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0.27631712597756686,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4907407407407408,0.8414634146341463,0.015552589926115266,0.0,0.7763171259775669
cf_0,_,_,5178.0,_,_,_,_,_,_,_,_,_,_,0.0,0.0,0.0,1.0,1.0,0.003983116754244466,1.0,1.0,1.0,0.6555555555555557,0.7587719298245614,0.09529802485588323,1.0,0.8001828127360717,_,_,5338.0,_,_,_,_,_,_,_,_,_,_,0.0,0.0,0.0,1.0,1.0,0.004106194908102927,1.0,1.0,1.0,0.45666666666666667,0.8814814814814814,0.045243365974348235,1.0,0.7640079985266578,_,_,5178.0,_,_,_,_,_,_,_,_,_,_,0.0,0.0,0.0,1.0,1.0,0.003983116754244466,1.0,1.0,1.0,0.5825925925925927,0.8513513513513513,0.04715201924939306,1.0,0.8001828127360717,_,_,5202.0,_,_,_,_,_,_,_,_,_,_,0.0,0.0,0.0,1.0,1.0,0.004001578477323234,1.0,1.0,1.0,0.4907407407407408,0.8414634146341463,0.015552589926115266,1.0,0.8001828127360717

,age,education-num,capital-gain,capital-loss,hours-per-week,work-class,education,marital-status,occupation,relationship,race,sex,native-country,outcome,actionability,coherency,proximity,connectedness,distance,sparsity,i-Validity,s-Validity,f-Diversity,v-Diversity,d-Diversity,Class,Probability,age,education-num,capital-gain,capital-loss,hours-per-week,work-class,education,marital-status,occupation,relationship,race,sex,native-country,outcome,actionability,coherency,proximity,connectedness,distance,sparsity,i-Validity,s-Validity,f-Diversity,v-Diversity,d-Diversity,Class,Probability,age,education-num,capital-gain,capital-loss,hours-per-week,work-class,education,marital-status,occupation,relationship,race,sex,native-country,outcome,actionability,coherency,proximity,connectedness,distance,sparsity,i-Validity,s-Validity,f-Diversity,v-Diversity,d-Diversity,Class,Probability,age,education-num,capital-gain,capital-loss,hours-per-week,work-class,education,marital-status,occupation,relationship,race,sex,native-country,outcome,actionability,coherency,proximity,connectedness,distance,sparsity,i-Validity,s-Validity,f-Diversity,v-Diversity,d-Diversity,Class,Probability
x,34.0,13.0,0.0,0.0,40.0, Local-gov, Bachelors, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female, United-States,0.42426605760975267,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.7047883597883597,0.3986486486486487,0.20834967281728328,0.0,0.9242660576097527,34.0,13.0,0.0,0.0,40.0, Local-gov, Bachelors, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female, United-States,0.42426605760975267,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.34111111111111103,0.2666666666666667,0.058529063891099124,0.0,0.9242660576097527,34.0,13.0,0.0,0.0,40.0, Local-gov, Bachelors, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female, United-States,0.42426605760975267,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.546058201058201,0.6111111111111112,0.18912033737034395,0.0,0.9242660576097527,34.0,13.0,0.0,0.0,40.0, Local-gov, Bachelors, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female, United-States,0.42426605760975267,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4487566137566138,0.561111111111111,0.1301530511512539,0.0,0.9242660576097527
cf_0,_,_,15403.0,_,_,_,_,_,_,_,_,_,_,0.0,0.0,0.0,1.0,0.0,0.011848580024261781,1.0,1.0,1.0,0.7047883597883597,0.3986486486486487,0.20834967281728328,1.0,0.9665871724253341,_,_,_,_,41.0,_,_, Married-civ-spouse,_, Wife,_,_,_,0.0,0.0,0.0,1.0,1.0,0.15463108320251176,3.0,1.0,1.0,0.34111111111111103,0.2666666666666667,0.058529063891099124,1.0,0.725873950450872,37.0,_,15024.0,122.0,52.0, Private,_,_,_,_,_,_,_,0.0,0.0,0.0,1.0,1.0,0.10321490143130647,5.0,1.0,1.0,0.546058201058201,0.6111111111111112,0.18912033737034395,1.0,0.9759563316083399,_,_,_,_,45.0,_,_, Married-civ-spouse,_, Wife,_,_,_,0.0,0.0,0.0,1.0,1.0,0.1577708006279435,3.0,1.0,1.0,0.4487566137566138,0.561111111111111,0.1301530511512539,1.0,0.7708410719731111

,age,education-num,capital-gain,capital-loss,hours-per-week,work-class,education,marital-status,occupation,relationship,race,sex,native-country,outcome,actionability,coherency,proximity,connectedness,distance,sparsity,i-Validity,s-Validity,f-Diversity,v-Diversity,d-Diversity,Class,Probability,age,education-num,capital-gain,capital-loss,hours-per-week,work-class,education,marital-status,occupation,relationship,race,sex,native-country,outcome,actionability,coherency,proximity,connectedness,distance,sparsity,i-Validity,s-Validity,f-Diversity,v-Diversity,d-Diversity,Class,Probability,age,education-num,capital-gain,capital-loss,hours-per-week,work-class,education,marital-status,occupation,relationship,race,sex,native-country,outcome,actionability,coherency,proximity,connectedness,distance,sparsity,i-Validity,s-Validity,f-Diversity,v-Diversity,d-Diversity,Class,Probability,age,education-num,capital-gain,capital-loss,hours-per-week,work-class,education,marital-status,occupation,relationship,race,sex,native-country,outcome,actionability,coherency,proximity,connectedness,distance,sparsity,i-Validity,s-Validity,f-Diversity,v-Diversity,d-Diversity,Class,Probability
x,34.0,9.0,0.0,0.0,40.0, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,0.29966754392627226,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5511111111111111,0.6944444444444444,0.08944663865492251,0.0,0.7996675439262723,34.0,9.0,0.0,0.0,40.0, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,0.29966754392627226,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.37444444444444447,0.8111111111111111,0.06644490592200246,0.0,0.7996675439262723,34.0,9.0,0.0,0.0,40.0, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,0.29966754392627226,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.22962962962962963,0.7981481481481482,0.07706425431195046,0.0,0.7996675439262723,34.0,9.0,0.0,0.0,40.0, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,0.29966754392627226,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4907407407407407,0.8303703703703704,0.10020224813809661,0.0,0.7996675439262723
cf_0,_,_,7298.0,_,_,_,_,_,_,_,_,_,_,0.0,0.0,0.0,1.0,0.0,0.005613902292869082,1.0,1.0,1.0,0.5511111111111111,0.6944444444444444,0.08944663865492251,1.0,0.9590549500057449,38.0,_,7688.0,_,_,_,_,_,_,_,_,_,_,0.0,0.0,0.0,1.0,1.0,0.010128868411971791,2.0,1.0,1.0,0.37444444444444447,0.8111111111111111,0.06644490592200246,1.0,0.9608817037137636,40.0,_,7298.0,_,_,_,_,_,_,_,_,_,_,0.0,0.0,0.0,1.0,1.0,0.011936346971478143,2.0,1.0,1.0,0.22962962962962963,0.7981481481481482,0.07706425431195046,1.0,0.9629561706106525,46.0,_,15024.0,_,44.0,_,_,_,_,_,_,_,_,0.0,0.0,0.0,1.0,1.0,0.02734164542995938,3.0,1.0,1.0,0.4907407407407407,0.8303703703703704,0.10020224813809661,1.0,0.9617019409999429

,age,education-num,capital-gain,capital-loss,hours-per-week,work-class,education,marital-status,occupation,relationship,race,sex,native-country,outcome,actionability,coherency,proximity,connectedness,distance,sparsity,i-Validity,s-Validity,f-Diversity,v-Diversity,d-Diversity,Class,Probability,age,education-num,capital-gain,capital-loss,hours-per-week,work-class,education,marital-status,occupation,relationship,race,sex,native-country,outcome,actionability,coherency,proximity,connectedness,distance,sparsity,i-Validity,s-Validity,f-Diversity,v-Diversity,d-Diversity,Class,Probability,age,education-num,capital-gain,capital-loss,hours-per-week,work-class,education,marital-status,occupation,relationship,race,sex,native-country,outcome,actionability,coherency,proximity,connectedness,distance,sparsity,i-Validity,s-Validity,f-Diversity,v-Diversity,d-Diversity,Class,Probability,age,education-num,capital-gain,capital-loss,hours-per-week,work-class,education,marital-status,occupation,relationship,race,sex,native-country,outcome,actionability,coherency,proximity,connectedness,distance,sparsity,i-Validity,s-Validity,f-Diversity,v-Diversity,d-Diversity,Class,Probability
x,34.0,9.0,0.0,0.0,40.0, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Male, United-States,0.4641839372883401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6357359307359307,0.873922902494331,0.2927299193504165,0.0,0.9641839372883402,34.0,9.0,0.0,0.0,40.0, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Male, United-States,0.4641839372883401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.27227513227513234,0.508148148148148,0.11177839539471024,0.0,0.9641839372883402,34.0,9.0,0.0,0.0,40.0, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Male, United-States,0.4641839372883401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.27994708994708994,0.45592592592592585,0.10241938054019874,0.0,0.9641839372883402,34.0,9.0,0.0,0.0,40.0, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Male, United-States,0.4641839372883401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.40846560846560864,0.7237037037037037,0.23851320771763568,0.0,0.9641839372883402
cf_0,_,_,7080.0,_,_,_,_,_,_,_,_,_,_,0.0,0.0,0.0,1.0,0.0,0.005446208308236928,1.0,1.0,1.0,0.6357359307359307,0.873922902494331,0.2927299193504165,1.0,0.8209396527565319,_,_,6064.0,_,_,_,_, Married-civ-spouse, Exec-managerial, Husband,_,_,_,0.0,0.0,0.0,1.0,1.0,0.23543389280046648,4.0,1.0,1.0,0.27227513227513234,0.508148148148148,0.11177839539471024,1.0,0.8744076958948974,_,_,7688.0,_,_,_,_, Married-civ-spouse, Craft-repair, Husband,_,_,_,0.0,0.0,0.0,1.0,1.0,0.23668313606212982,4.0,1.0,1.0,0.27994708994708994,0.45592592592592585,0.10241938054019874,1.0,0.9590549500057449,70.0,4.0,99522.0,661.0,_,_,_,_,_,_,_,_,_,0.0,0.0,0.0,1.0,1.0,0.15180451465314623,4.0,1.0,1.0,0.40846560846560864,0.7237037037037037,0.23851320771763568,1.0,0.8920221887640322

,age,education-num,capital-gain,capital-loss,hours-per-week,work-class,education,marital-status,occupation,relationship,race,sex,native-country,outcome,actionability,coherency,proximity,connectedness,distance,sparsity,i-Validity,s-Validity,f-Diversity,v-Diversity,d-Diversity,Class,Probability,age,education-num,capital-gain,capital-loss,hours-per-week,work-class,education,marital-status,occupation,relationship,race,sex,native-country,outcome,actionability,coherency,proximity,connectedness,distance,sparsity,i-Validity,s-Validity,f-Diversity,v-Diversity,d-Diversity,Class,Probability,age,education-num,capital-gain,capital-loss,hours-per-week,work-class,education,marital-status,occupation,relationship,race,sex,native-country,outcome,actionability,coherency,proximity,connectedness,distance,sparsity,i-Validity,s-Validity,f-Diversity,v-Diversity,d-Diversity,Class,Probability,age,education-num,capital-gain,capital-loss,hours-per-week,work-class,education,marital-status,occupation,relationship,race,sex,native-country,outcome,actionability,coherency,proximity,connectedness,distance,sparsity,i-Validity,s-Validity,f-Diversity,v-Diversity,d-Diversity,Class,Probability
x,52.0,10.0,0.0,0.0,40.0, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female, United-States,0.417199656904716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7465608465608466,0.6557142857142857,0.129944280236906,0.0,0.917199656904716,52.0,10.0,0.0,0.0,40.0, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female, United-States,0.417199656904716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.38624338624338617,0.42407407407407416,0.11459413743569513,0.0,0.917199656904716,52.0,10.0,0.0,0.0,40.0, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female, United-States,0.417199656904716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3322222222222222,0.5796296296296297,0.13556826828623497,0.0,0.917199656904716,52.0,10.0,0.0,0.0,40.0, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female, United-States,0.417199656904716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6903174603174603,0.6730769230769231,0.15762807562103323,0.0,0.917199656904716
cf_0,_,_,7298.0,_,_,_,_,_,_,_,_,_,_,0.0,0.0,0.0,1.0,0.0,0.005613902292869082,1.0,1.0,1.0,0.7465608465608466,0.6557142857142857,0.129944280236906,1.0,0.8499231610150658,_,_,_,_,_,_,_, Married-civ-spouse,_, Wife,_,_,_,0.0,0.0,0.0,1.0,1.0,0.15384615384615385,2.0,1.0,1.0,0.38624338624338617,0.42407407407407416,0.11459413743569513,1.0,0.608833236178539,37.0,_,_,_,45.0,_,_, Married-civ-spouse,_, Wife,_,_,_,0.0,1.0,0.0,1.0,1.0,0.17357691232446612,4.0,1.0,1.0,0.3322222222222222,0.5796296296296297,0.13556826828623497,1.0,0.6650139128392246,_,_,_,_,41.0,_,_, Married-civ-spouse,_, Wife,_,_,_,0.0,0.0,0.0,1.0,1.0,0.15463108320251176,3.0,1.0,1.0,0.6903174603174603,0.6730769230769231,0.15762807562103323,1.0,0.6175045361811491

,age,education-num,capital-gain,capital-loss,hours-per-week,work-class,education,marital-status,occupation,relationship,race,sex,native-country,outcome,actionability,coherency,proximity,connectedness,distance,sparsity,i-Validity,s-Validity,f-Diversity,v-Diversity,d-Diversity,Class,Probability,age,education-num,capital-gain,capital-loss,hours-per-week,work-class,education,marital-status,occupation,relationship,race,sex,native-country,outcome,actionability,coherency,proximity,connectedness,distance,sparsity,i-Validity,s-Validity,f-Diversity,v-Diversity,d-Diversity,Class,Probability,age,education-num,capital-gain,capital-loss,hours-per-week,work-class,education,marital-status,occupation,relationship,race,sex,native-country,outcome,actionability,coherency,proximity,connectedness,distance,sparsity,i-Validity,s-Validity,f-Diversity,v-Diversity,d-Diversity,Class,Probability,age,education-num,capital-gain,capital-loss,hours-per-week,work-class,education,marital-status,occupation,relationship,race,sex,native-country,outcome,actionability,coherency,proximity,connectedness,distance,sparsity,i-Validity,s-Validity,f-Diversity,v-Diversity,d-Diversity,Class,Probability
x,49.0,9.0,0.0,0.0,15.0, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, Mexico,0.3393948196444758,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6729365079365079,0.29142857142857137,0.17574864749863914,0.0,0.8393948196444758,49.0,9.0,0.0,0.0,15.0, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, Mexico,0.3393948196444758,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4152380952380953,0.45111111111111124,0.12710331060262545,0.0,0.8393948196444758,49.0,9.0,0.0,0.0,15.0, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, Mexico,0.3393948196444758,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1385185185185187,0.5374074074074073,0.0801931561547682,0.0,0.8393948196444758,49.0,9.0,0.0,0.0,15.0, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, Mexico,0.3393948196444758,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4788888888888888,0.9743589743589743,0.07435642418807552,0.0,0.8393948196444758
cf_0,_,_,_,1941.0,_,_,_,_,_,_,_,_,_,0.0,0.0,0.0,1.0,0.0,0.034276329730875195,1.0,1.0,1.0,0.6729365079365079,0.29142857142857137,0.17574864749863914,1.0,0.705534958069995,_,_,5743.0,_,40.0,_,_,_,_,_,_,_, United-States,0.0,1.0,0.0,1.0,1.0,0.10096404731708228,3.0,1.0,1.0,0.4152380952380953,0.45111111111111124,0.12710331060262545,1.0,0.8597790176377715,58.0,_,7688.0,_,40.0,_,_,_,_,_,_,_, United-States,0.0,1.0,0.0,1.0,1.0,0.11194388314283779,4.0,1.0,1.0,0.1385185185185187,0.5374074074074073,0.0801931561547682,1.0,0.969008302097683,_,_,5279.0,_,_,_,_,_,_,_,_,_,_,0.0,0.0,0.0,1.0,0.0,0.00406080983886762,1.0,1.0,1.0,0.4788888888888888,0.9743589743589743,0.07435642418807552,1.0,0.7308713780829612

